Location ,Time of Day,Day ,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day ,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day ,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level
Main gate,Morn,Tuesday,66.5551778,,Main gate,Noon,Tuesday,68.2224902,,Main gate,Afternoon,Tuesday,65.93686275,,Main gate,Morn,Wednesday,57.31382,,Main gate,Noon,Wednesday,,63.8294122,Main gate,Afternoon,Wednesday,65.78313725,,Main gate,Morn,Saturday,56.57392157,,Main gate,Noon,Saturday,64.354048,,Main gate,Afternoon,Saturday,46.72921569,,Main gate,Morn,Sunday,58.76796974,,Main gate,Noon,Sunday,50.0618844,,Main gate,Afternoon,Sunday,61.99294118,,Nassau gate,Morn,Tuesday,61.24778245,,Nassau gate,Noon,Tuesday,75.5498,,Nassau gate,Afternoon,Tuesday,55.16001,,Nassau gate,Morn,Wednesday,49.81278817,,Nassau gate,Noon,Wednesday,71.3870399,,Nassau gate,Afternoon,Wednesday,57.85522,,Nassau gate,Morn,Saturday,64.93818765,,Nassau gate,Noon,Saturday,60.97846817,,Nassau gate,Afternoon,Saturday,59.14399303,,Nassau gate,Morn,Sunday,48.49067749,,Nassau gate,Noon,Sunday,60.58354867,,Nassau gate,Afternoon,Sunday,66.3744346,,Pearse gate,Morn,Tuesday,67.28667719,,Pearse gate,Noon,Tuesday,40.70786466,,Pearse gate,Afternoon,Tuesday,48.68657751,,Pearse gate,Morn,Wednesday,65.95270665,,Pearse gate,Noon,Wednesday,66.64432112,,Pearse gate,Afternoon,Wednesday,66.222,,Pearse gate,Morn,Saturday,53.73884015,,Pearse gate,Noon,Saturday,60.1819971,,Pearse gate,Afternoon,Saturday,55.62024201,,Pearse gate,Morn,Sunday,53.45604966,,Pearse gate,Noon,Sunday,75.5056,,Pearse gate,Afternoon,Sunday,62.67386363
Main gate,Morn,Tuesday,64.1184999,,Main gate,Noon,Tuesday,65.6079986,,Main gate,Afternoon,Tuesday,71.65941176,,Main gate,Morn,Wednesday,57.80985,,Main gate,Noon,Wednesday,,63.3881414,Main gate,Afternoon,Wednesday,64.57098039,,Main gate,Morn,Saturday,63.04803922,,Main gate,Noon,Saturday,63.9587105,,Main gate,Afternoon,Saturday,47.56764706,,Main gate,Morn,Sunday,62.03714309,,Main gate,Noon,Sunday,50.94874538,,Main gate,Afternoon,Sunday,60.67921569,,Nassau gate,Morn,Tuesday,59.43758916,,Nassau gate,Noon,Tuesday,76.9962,,Nassau gate,Afternoon,Tuesday,52.02534,,Nassau gate,Morn,Wednesday,48.80578323,,Nassau gate,Noon,Wednesday,67.2592548,,Nassau gate,Afternoon,Wednesday,57.28439,,Nassau gate,Morn,Saturday,63.44116062,,Nassau gate,Noon,Saturday,57.81598768,,Nassau gate,Afternoon,Saturday,64.92209102,,Nassau gate,Morn,Sunday,49.89726208,,Nassau gate,Noon,Sunday,64.12290086,,Nassau gate,Afternoon,Sunday,65.47136487,,Pearse gate,Morn,Tuesday,68.85573171,,Pearse gate,Noon,Tuesday,41.88696231,,Pearse gate,Afternoon,Tuesday,48.11358641,,Pearse gate,Morn,Wednesday,65.90820554,,Pearse gate,Noon,Wednesday,66.14137041,,Pearse gate,Afternoon,Wednesday,66.3098,,Pearse gate,Morn,Saturday,52.98656189,,Pearse gate,Noon,Saturday,61.972995,,Pearse gate,Afternoon,Saturday,54.24821689,,Pearse gate,Morn,Sunday,55.68205428,,Pearse gate,Noon,Sunday,69.4972,,Pearse gate,Afternoon,Sunday,63.21059435
Main gate,Morn,Tuesday,66.8547446,,Main gate,Noon,Tuesday,70.2546449,,Main gate,Afternoon,Tuesday,68.83039216,,Main gate,Morn,Wednesday,56.76113,,Main gate,Noon,Wednesday,,64.6798162,Main gate,Afternoon,Wednesday,67.10058824,,Main gate,Morn,Saturday,64.97156863,,Main gate,Noon,Saturday,62.8379045,,Main gate,Afternoon,Saturday,46.03509804,,Main gate,Morn,Sunday,65.33322003,,Main gate,Noon,Sunday,49.16255547,,Main gate,Afternoon,Sunday,56.69,,Nassau gate,Morn,Tuesday,60.18040186,,Nassau gate,Noon,Tuesday,74.5112,,Nassau gate,Afternoon,Tuesday,54.91533,,Nassau gate,Morn,Wednesday,47.25601479,,Nassau gate,Noon,Wednesday,66.2112838,,Nassau gate,Afternoon,Wednesday,57.51952,,Nassau gate,Morn,Saturday,58.9283225,,Nassau gate,Noon,Saturday,58.53908558,,Nassau gate,Afternoon,Saturday,61.27979722,,Nassau gate,Morn,Sunday,50.60449694,,Nassau gate,Noon,Sunday,64.14805924,,Nassau gate,Afternoon,Sunday,67.58570306,,Pearse gate,Morn,Tuesday,66.33496972,,Pearse gate,Noon,Tuesday,40.09571587,,Pearse gate,Afternoon,Tuesday,50.2820249,,Pearse gate,Morn,Wednesday,66.99649349,,Pearse gate,Noon,Wednesday,67.09654981,,Pearse gate,Afternoon,Wednesday,66.4034,,Pearse gate,Morn,Saturday,58.83213102,,Pearse gate,Noon,Saturday,63.2283891,,Pearse gate,Afternoon,Saturday,51.7946247,,Pearse gate,Morn,Sunday,52.23696948,,Pearse gate,Noon,Sunday,75.236,,Pearse gate,Afternoon,Sunday,59.17401296
Main gate,Morn,Tuesday,69.0579664,,Main gate,Noon,Tuesday,71.3870399,,Main gate,Afternoon,Tuesday,73.64058824,,Main gate,Morn,Wednesday,57.49878,,Main gate,Noon,Wednesday,,62.4296959,Main gate,Afternoon,Wednesday,67.54901961,,Main gate,Morn,Saturday,66.01392157,,Main gate,Noon,Saturday,63.861899,,Main gate,Afternoon,Saturday,49.74941176,,Main gate,Morn,Sunday,62.46843786,,Main gate,Noon,Sunday,49.57507622,,Main gate,Afternoon,Sunday,51.20294118,,Nassau gate,Morn,Tuesday,55.70436938,,Nassau gate,Noon,Tuesday,74.8016,,Nassau gate,Afternoon,Tuesday,52.81486,,Nassau gate,Morn,Wednesday,49.69131412,,Nassau gate,Noon,Wednesday,66.7784315,,Nassau gate,Afternoon,Wednesday,56.05714,,Nassau gate,Morn,Saturday,63.25619073,,Nassau gate,Noon,Saturday,60.53600746,,Nassau gate,Afternoon,Saturday,56.49953292,,Nassau gate,Morn,Sunday,49.39385307,,Nassau gate,Noon,Sunday,62.89508423,,Nassau gate,Afternoon,Sunday,66.29167245,,Pearse gate,Morn,Tuesday,70.2031191,,Pearse gate,Noon,Tuesday,38.41054028,,Pearse gate,Afternoon,Tuesday,50.93367575,,Pearse gate,Morn,Wednesday,66.18052226,,Pearse gate,Noon,Wednesday,67.11505541,,Pearse gate,Afternoon,Wednesday,69.8884,,Pearse gate,Morn,Saturday,54.0075509,,Pearse gate,Noon,Saturday,67.3042742,,Pearse gate,Afternoon,Saturday,51.51449834,,Pearse gate,Morn,Sunday,53.27194255,,Pearse gate,Noon,Sunday,70.2104,,Pearse gate,Afternoon,Sunday,60.95726927
Main gate,Morn,Tuesday,66.4230052,,Main gate,Noon,Tuesday,67.2592548,,Main gate,Afternoon,Tuesday,73.42980392,,Main gate,Morn,Wednesday,58.74862,,Main gate,Noon,Wednesday,,59.9801942,Main gate,Afternoon,Wednesday,61.35882353,,Main gate,Morn,Saturday,69.63843137,,Main gate,Noon,Saturday,57.5682324,,Main gate,Afternoon,Saturday,46.17392157,,Main gate,Morn,Sunday,61.99055885,,Main gate,Noon,Sunday,59.68947487,,Main gate,Afternoon,Sunday,49.99686275,,Nassau gate,Morn,Tuesday,53.02456245,,Nassau gate,Noon,Tuesday,74.375,,Nassau gate,Afternoon,Tuesday,54.2889,,Nassau gate,Morn,Wednesday,49.20903346,,Nassau gate,Noon,Wednesday,64.7764654,,Nassau gate,Afternoon,Wednesday,58.87724,,Nassau gate,Morn,Saturday,62.84819432,,Nassau gate,Noon,Saturday,58.91780303,,Nassau gate,Afternoon,Saturday,52.1391055,,Nassau gate,Morn,Sunday,48.42959568,,Nassau gate,Noon,Sunday,66.7178734,,Nassau gate,Afternoon,Sunday,67.30215397,,Pearse gate,Morn,Tuesday,65.63678793,,Pearse gate,Noon,Tuesday,39.43214934,,Pearse gate,Afternoon,Tuesday,51.29411902,,Pearse gate,Morn,Wednesday,67.63969892,,Pearse gate,Noon,Wednesday,66.8281132,,Pearse gate,Afternoon,Wednesday,66.8724,,Pearse gate,Morn,Saturday,51.88381016,,Pearse gate,Noon,Saturday,62.1158479,,Pearse gate,Afternoon,Saturday,51.57050522,,Pearse gate,Morn,Sunday,55.17462218,,Pearse gate,Noon,Sunday,73.2016,,Pearse gate,Afternoon,Sunday,58.40615214
Main gate,Morn,Tuesday,67.3576073,,Main gate,Noon,Tuesday,66.2112838,,Main gate,Afternoon,Tuesday,68.72803922,,Main gate,Morn,Wednesday,57.98489,,Main gate,Noon,Wednesday,,63.0280568,Main gate,Afternoon,Wednesday,62.5972549,,Main gate,Morn,Saturday,68.12568627,,Main gate,Noon,Saturday,63.368603,,Main gate,Afternoon,Saturday,46.54058824,,Main gate,Morn,Sunday,60.20928635,,Main gate,Noon,Sunday,59.60880909,,Main gate,Afternoon,Sunday,50.39431373,,Nassau gate,Morn,Tuesday,55.10842661,,Nassau gate,Noon,Tuesday,75.0522,,Nassau gate,Afternoon,Tuesday,53.5265,,Nassau gate,Morn,Wednesday,47.70231269,,Nassau gate,Noon,Wednesday,63.3566784,,Nassau gate,Afternoon,Wednesday,57.0684,,Nassau gate,Morn,Saturday,60.0054281,,Nassau gate,Noon,Saturday,56.84581681,,Nassau gate,Afternoon,Saturday,56.35531948,,Nassau gate,Morn,Sunday,50.8885849,,Nassau gate,Noon,Sunday,70.03100888,,Nassau gate,Afternoon,Sunday,66.88933691,,Pearse gate,Morn,Tuesday,67.68098085,,Pearse gate,Noon,Tuesday,40.17001607,,Pearse gate,Afternoon,Tuesday,52.58359859,,Pearse gate,Morn,Wednesday,68.41948209,,Pearse gate,Noon,Wednesday,67.25266614,,Pearse gate,Afternoon,Wednesday,69.779,,Pearse gate,Morn,Saturday,53.89078076,,Pearse gate,Noon,Saturday,62.7079813,,Pearse gate,Afternoon,Saturday,52.03196581,,Pearse gate,Morn,Sunday,54.56898543,,Pearse gate,Noon,Sunday,74.0788,,Pearse gate,Afternoon,Sunday,61.80686292
Main gate,Morn,Tuesday,64.8709524,,Main gate,Noon,Tuesday,66.7784315,,Main gate,Afternoon,Tuesday,69.46254902,,Main gate,Morn,Wednesday,55.7624,,Main gate,Noon,Wednesday,,67.2446964,Main gate,Afternoon,Wednesday,58.04647059,,Main gate,Morn,Saturday,59.83666667,,Main gate,Noon,Saturday,67.7129926,,Main gate,Afternoon,Saturday,47.30078431,,Main gate,Morn,Sunday,60.12064291,,Main gate,Noon,Sunday,56.49220447,,Main gate,Afternoon,Sunday,47.33882353,,Nassau gate,Morn,Tuesday,58.06061508,,Nassau gate,Noon,Tuesday,78.3622,,Nassau gate,Afternoon,Tuesday,52.81752,,Nassau gate,Morn,Wednesday,46.52645558,,Nassau gate,Noon,Wednesday,62.5071215,,Nassau gate,Afternoon,Wednesday,54.06008,,Nassau gate,Morn,Saturday,61.03331061,,Nassau gate,Noon,Saturday,56.92515891,,Nassau gate,Afternoon,Saturday,57.43027408,,Nassau gate,Morn,Sunday,50.86369413,,Nassau gate,Noon,Sunday,69.00249376,,Nassau gate,Afternoon,Sunday,68.34274202,,Pearse gate,Morn,Tuesday,67.96760944,,Pearse gate,Noon,Tuesday,41.38485545,,Pearse gate,Afternoon,Tuesday,53.07276026,,Pearse gate,Morn,Wednesday,66.61276656,,Pearse gate,Noon,Wednesday,67.47943606,,Pearse gate,Afternoon,Wednesday,67.3598,,Pearse gate,Morn,Saturday,52.7919082,,Pearse gate,Noon,Saturday,63.8811993,,Pearse gate,Afternoon,Saturday,50.05838148,,Pearse gate,Morn,Sunday,53.65879272,,Pearse gate,Noon,Sunday,74.9218,,Pearse gate,Afternoon,Sunday,63.6310835
Main gate,Morn,Tuesday,63.8952461,,Main gate,Noon,Tuesday,64.7764654,,Main gate,Afternoon,Tuesday,68.59490196,,Main gate,Morn,Wednesday,55.48559,,Main gate,Noon,Wednesday,,67.3380861,Main gate,Afternoon,Wednesday,59.97352941,,Main gate,Morn,Saturday,62.92529412,,Main gate,Noon,Saturday,65.4463088,,Main gate,Afternoon,Saturday,49.48823529,,Main gate,Morn,Sunday,58.07793175,,Main gate,Noon,Sunday,55.50965744,,Main gate,Afternoon,Sunday,59.57254902,,Nassau gate,Morn,Tuesday,57.32287857,,Nassau gate,Noon,Tuesday,76.951,,Nassau gate,Afternoon,Tuesday,55.72382,,Nassau gate,Morn,Wednesday,47.38376829,,Nassau gate,Noon,Wednesday,68.6587774,,Nassau gate,Afternoon,Wednesday,53.69836,,Nassau gate,Morn,Saturday,61.67222477,,Nassau gate,Noon,Saturday,58.7207334,,Nassau gate,Afternoon,Saturday,60.36932053,,Nassau gate,Morn,Sunday,49.77807091,,Nassau gate,Noon,Sunday,66.01323291,,Nassau gate,Afternoon,Sunday,66.34199853,,Pearse gate,Morn,Tuesday,65.30050121,,Pearse gate,Noon,Tuesday,39.668486,,Pearse gate,Afternoon,Tuesday,54.91562543,,Pearse gate,Morn,Wednesday,66.70783699,,Pearse gate,Noon,Wednesday,66.1700375,,Pearse gate,Afternoon,Wednesday,70.4014,,Pearse gate,Morn,Saturday,51.29060026,,Pearse gate,Noon,Saturday,67.1110533,,Pearse gate,Afternoon,Saturday,53.19742657,,Pearse gate,Morn,Sunday,53.92500678,,Pearse gate,Noon,Sunday,72.567,,Pearse gate,Afternoon,Sunday,60.64564769
Main gate,Morn,Tuesday,65.3392924,,Main gate,Noon,Tuesday,63.3566784,,Main gate,Afternoon,Tuesday,65.49039216,,Main gate,Morn,Wednesday,54.57307,,Main gate,Noon,Wednesday,,66.867949,Main gate,Afternoon,Wednesday,59.8172549,,Main gate,Morn,Saturday,62.55862745,,Main gate,Noon,Saturday,66.019692,,Main gate,Afternoon,Saturday,49.52705882,,Main gate,Morn,Sunday,55.42962099,,Main gate,Noon,Sunday,53.25376473,,Main gate,Afternoon,Sunday,57.83607843,,Nassau gate,Morn,Tuesday,58.62833712,,Nassau gate,Noon,Tuesday,75.4916,,Nassau gate,Afternoon,Tuesday,57.46815,,Nassau gate,Morn,Wednesday,48.97217284,,Nassau gate,Noon,Wednesday,69.404383,,Nassau gate,Afternoon,Wednesday,55.58977,,Nassau gate,Morn,Saturday,56.39095068,,Nassau gate,Noon,Saturday,59.37312715,,Nassau gate,Afternoon,Saturday,59.14879708,,Nassau gate,Morn,Sunday,51.58997279,,Nassau gate,Noon,Sunday,68.29784862,,Nassau gate,Afternoon,Sunday,63.76850032,,Pearse gate,Morn,Tuesday,63.23890384,,Pearse gate,Noon,Tuesday,38.64534222,,Pearse gate,Afternoon,Tuesday,69.89035899,,Pearse gate,Morn,Wednesday,59.76308301,,Pearse gate,Noon,Wednesday,65.23069382,,Pearse gate,Afternoon,Wednesday,67.2032,,Pearse gate,Morn,Saturday,51.16976645,,Pearse gate,Noon,Saturday,65.6445685,,Pearse gate,Afternoon,Saturday,55.68223531,,Pearse gate,Morn,Sunday,55.379322,,Pearse gate,Noon,Sunday,76.1132,,Pearse gate,Afternoon,Sunday,58.43401928
Main gate,Morn,Tuesday,67.0761707,,Main gate,Noon,Tuesday,62.5071215,,Main gate,Afternoon,Tuesday,65.71254902,,Main gate,Morn,Wednesday,54.03112,,Main gate,Noon,Wednesday,,55.4903639,Main gate,Afternoon,Wednesday,57.2972549,,Main gate,Morn,Saturday,60.7454902,,Main gate,Noon,Saturday,66.2796441,,Main gate,Afternoon,Saturday,49.80980392,,Main gate,Morn,Sunday,58.36313245,,Main gate,Noon,Sunday,52.11807985,,Main gate,Afternoon,Sunday,55.87941176,,Nassau gate,Morn,Tuesday,57.68571893,,Nassau gate,Noon,Tuesday,77.8122,,Nassau gate,Afternoon,Tuesday,58.60113,,Nassau gate,Morn,Wednesday,50.22118332,,Nassau gate,Noon,Wednesday,68.6200428,,Nassau gate,Afternoon,Wednesday,54.34393,,Nassau gate,Morn,Saturday,60.99439503,,Nassau gate,Noon,Saturday,58.04104876,,Nassau gate,Afternoon,Saturday,57.06437429,,Nassau gate,Morn,Sunday,51.00120733,,Nassau gate,Noon,Sunday,65.07128951,,Nassau gate,Afternoon,Sunday,64.0356461,,Pearse gate,Morn,Tuesday,64.94444584,,Pearse gate,Noon,Tuesday,38.37566735,,Pearse gate,Afternoon,Tuesday,68.53589217,,Pearse gate,Morn,Wednesday,61.72882731,,Pearse gate,Noon,Wednesday,63.95572987,,Pearse gate,Afternoon,Wednesday,68.579,,Pearse gate,Morn,Saturday,52.15398819,,Pearse gate,Noon,Saturday,60.6799674,,Pearse gate,Afternoon,Saturday,54.8449175,,Pearse gate,Morn,Sunday,53.51259733,,Pearse gate,Noon,Sunday,72.969,,Pearse gate,Afternoon,Sunday,56.01538131
Main gate,Morn,Tuesday,66.6680745,,Main gate,Noon,Tuesday,68.6587774,,Main gate,Afternoon,Tuesday,64.48529412,,Main gate,Morn,Wednesday,56.64264,,Main gate,Noon,Wednesday,,36.3865407,Main gate,Afternoon,Wednesday,61.56117647,,Main gate,Morn,Saturday,60.52098039,,Main gate,Noon,Saturday,68.163231,,Main gate,Afternoon,Saturday,47.2945098,,Main gate,Morn,Sunday,66.6150866,,Main gate,Noon,Sunday,54.24835339,,Main gate,Afternoon,Sunday,53.15529412,,Nassau gate,Morn,Tuesday,53.04611249,,Nassau gate,Noon,Tuesday,76.1978,,Nassau gate,Afternoon,Tuesday,56.16934,,Nassau gate,Morn,Wednesday,51.39119304,,Nassau gate,Noon,Wednesday,64.6509094,,Nassau gate,Afternoon,Wednesday,52.04181,,Nassau gate,Morn,Saturday,64.17844693,,Nassau gate,Noon,Saturday,59.84668282,,Nassau gate,Afternoon,Saturday,54.12651768,,Nassau gate,Morn,Sunday,58.87901166,,Nassau gate,Noon,Sunday,67.90716175,,Nassau gate,Afternoon,Sunday,63.17615276,,Pearse gate,Morn,Tuesday,62.99430222,,Pearse gate,Noon,Tuesday,41.0821673,,Pearse gate,Afternoon,Tuesday,61.31962296,,Pearse gate,Morn,Wednesday,66.60045854,,Pearse gate,Noon,Wednesday,65.09273253,,Pearse gate,Afternoon,Wednesday,68.0928,,Pearse gate,Morn,Saturday,52.65724167,,Pearse gate,Noon,Saturday,61.0501405,,Pearse gate,Afternoon,Saturday,58.94346063,,Pearse gate,Morn,Sunday,53.53289351,,Pearse gate,Noon,Sunday,74.4946,,Pearse gate,Afternoon,Sunday,56.9545085
Main gate,Morn,Tuesday,67.1845776,,Main gate,Noon,Tuesday,69.404383,,Main gate,Afternoon,Tuesday,65.98470588,,Main gate,Morn,Wednesday,55.40625,,Main gate,Noon,Wednesday,,64.558989,Main gate,Afternoon,Wednesday,64.02607843,,Main gate,Morn,Saturday,57.19627451,,Main gate,Noon,Saturday,70.7823413,,Main gate,Afternoon,Saturday,44.50431373,,Main gate,Morn,Sunday,65.39424284,,Main gate,Noon,Sunday,55.12311399,,Main gate,Afternoon,Sunday,53.27901961,,Nassau gate,Morn,Tuesday,54.17435518,,Nassau gate,Noon,Tuesday,77.8242,,Nassau gate,Afternoon,Tuesday,60.03671,,Nassau gate,Morn,Wednesday,50.63426252,,Nassau gate,Noon,Wednesday,66.1301064,,Nassau gate,Afternoon,Wednesday,54.1669,,Nassau gate,Morn,Saturday,67.16098737,,Nassau gate,Noon,Saturday,56.92886518,,Nassau gate,Afternoon,Saturday,62.65525348,,Nassau gate,Morn,Sunday,56.65642816,,Nassau gate,Noon,Sunday,62.35825316,,Nassau gate,Afternoon,Sunday,62.17589914,,Pearse gate,Morn,Tuesday,61.79813419,,Pearse gate,Noon,Tuesday,43.06494668,,Pearse gate,Afternoon,Tuesday,59.45777545,,Pearse gate,Morn,Wednesday,62.10931388,,Pearse gate,Noon,Wednesday,64.9233041,,Pearse gate,Afternoon,Wednesday,68.5416,,Pearse gate,Morn,Saturday,51.58549424,,Pearse gate,Noon,Saturday,64.5663661,,Pearse gate,Afternoon,Saturday,64.29033183,,Pearse gate,Morn,Sunday,54.90454232,,Pearse gate,Noon,Sunday,78.5448,,Pearse gate,Afternoon,Sunday,56.87736216
Main gate,Morn,Tuesday,66.377535,,Main gate,Noon,Tuesday,68.6200428,,Main gate,Afternoon,Tuesday,73.22039216,,Main gate,Morn,Wednesday,55.82728,,Main gate,Noon,Wednesday,,62.9039317,Main gate,Afternoon,Wednesday,71.67647059,,Main gate,Morn,Saturday,55.42058824,,Main gate,Noon,Saturday,63.797247,,Main gate,Afternoon,Saturday,44.85470588,,Main gate,Morn,Sunday,64.49381957,,Main gate,Noon,Sunday,53.63559752,,Main gate,Afternoon,Sunday,53.99588235,,Nassau gate,Morn,Tuesday,56.60978925,,Nassau gate,Noon,Tuesday,73.811,,Nassau gate,Afternoon,Tuesday,58.21718,,Nassau gate,Morn,Wednesday,47.08243278,,Nassau gate,Noon,Wednesday,65.7972265,,Nassau gate,Afternoon,Wednesday,57.7499,,Nassau gate,Morn,Saturday,62.15618288,,Nassau gate,Noon,Saturday,57.62073353,,Nassau gate,Afternoon,Saturday,58.52464036,,Nassau gate,Morn,Sunday,51.0920943,,Nassau gate,Noon,Sunday,65.40468221,,Nassau gate,Afternoon,Sunday,67.62478102,,Pearse gate,Morn,Tuesday,66.55915486,,Pearse gate,Noon,Tuesday,41.95022366,,Pearse gate,Afternoon,Tuesday,58.18766921,,Pearse gate,Morn,Wednesday,60.40387057,,Pearse gate,Noon,Wednesday,64.41456631,,Pearse gate,Afternoon,Wednesday,71.7414,,Pearse gate,Morn,Saturday,52.09837612,,Pearse gate,Noon,Saturday,66.1765044,,Pearse gate,Afternoon,Saturday,63.40839503,,Pearse gate,Morn,Sunday,55.88878456,,Pearse gate,Noon,Sunday,74.4524,,Pearse gate,Afternoon,Sunday,55.74948853
Main gate,Morn,Tuesday,65.0257823,,Main gate,Noon,Tuesday,64.6509094,,Main gate,Afternoon,Tuesday,71.54745098,,Main gate,Morn,Wednesday,59.2597,,Main gate,Noon,Wednesday,,61.9458547,Main gate,Afternoon,Wednesday,68.90588235,,Main gate,Morn,Saturday,58.04333333,,Main gate,Noon,Saturday,66.8594471,,Main gate,Afternoon,Saturday,44.9427451,,Main gate,Morn,Sunday,65.12143715,,Main gate,Noon,Sunday,52.94868317,,Main gate,Afternoon,Sunday,59.34411765,,Nassau gate,Morn,Tuesday,57.74371892,,Nassau gate,Noon,Tuesday,74.9882,,Nassau gate,Afternoon,Tuesday,57.14426,,Nassau gate,Morn,Wednesday,48.40471654,,Nassau gate,Noon,Wednesday,65.0106498,,Nassau gate,Afternoon,Wednesday,55.53877,,Nassau gate,Morn,Saturday,66.23038173,,Nassau gate,Noon,Saturday,54.71610804,,Nassau gate,Afternoon,Saturday,55.96790045,,Nassau gate,Morn,Sunday,49.75448622,,Nassau gate,Noon,Sunday,68.04948599,,Nassau gate,Afternoon,Sunday,63.87331145,,Pearse gate,Morn,Tuesday,68.99163405,,Pearse gate,Noon,Tuesday,38.23293511,,Pearse gate,Afternoon,Tuesday,55.35392332,,Pearse gate,Morn,Wednesday,62.50027766,,Pearse gate,Noon,Wednesday,62.49094213,,Pearse gate,Afternoon,Wednesday,67.8992,,Pearse gate,Morn,Saturday,53.97263388,,Pearse gate,Noon,Saturday,62.956158,,Pearse gate,Afternoon,Saturday,57.73616594,,Pearse gate,Morn,Sunday,54.94713822,,Pearse gate,Noon,Sunday,72.2344,,Pearse gate,Afternoon,Sunday,54.93120256
Main gate,Morn,Tuesday,64.5886189,,Main gate,Noon,Tuesday,66.1301064,,Main gate,Afternoon,Tuesday,71.01215686,,Main gate,Morn,Wednesday,57.87035,,Main gate,Noon,Wednesday,,62.6087863,Main gate,Afternoon,Wednesday,65.30647059,,Main gate,Morn,Saturday,56.5654902,,Main gate,Noon,Saturday,69.7814249,,Main gate,Afternoon,Saturday,50.49607843,,Main gate,Morn,Sunday,63.29137355,,Main gate,Noon,Sunday,53.6283232,,Main gate,Afternoon,Sunday,57.20431373,,Nassau gate,Morn,Tuesday,55.54689026,,Nassau gate,Noon,Tuesday,75.3176,,Nassau gate,Afternoon,Tuesday,57.91554,,Nassau gate,Morn,Wednesday,49.05356823,,Nassau gate,Noon,Wednesday,64.3337306,,Nassau gate,Afternoon,Wednesday,59.98997,,Nassau gate,Morn,Saturday,66.62229785,,Nassau gate,Noon,Saturday,55.86338334,,Nassau gate,Afternoon,Saturday,54.70818765,,Nassau gate,Morn,Sunday,48.63316539,,Nassau gate,Noon,Sunday,66.37015782,,Nassau gate,Afternoon,Sunday,67.91983029,,Pearse gate,Morn,Tuesday,67.15258591,,Pearse gate,Noon,Tuesday,36.3446287,,Pearse gate,Afternoon,Tuesday,54.37482496,,Pearse gate,Morn,Wednesday,65.94802743,,Pearse gate,Noon,Wednesday,66.43501753,,Pearse gate,Afternoon,Wednesday,66.8724,,Pearse gate,Morn,Saturday,54.2122071,,Pearse gate,Noon,Saturday,57.81215,,Pearse gate,Afternoon,Saturday,57.87701703,,Pearse gate,Morn,Sunday,53.70766821,,Pearse gate,Noon,Sunday,71.8346,,Pearse gate,Afternoon,Sunday,58.55307772
