Location ,Time of Day,Day ,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day ,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day ,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level
Main gate,Morn,Tuesday,65.04148,,Main gate,Noon,Tuesday,62.9074236,,Main gate,Afternoon,Tuesday,67.82921569,,Main gate,Morn,Wednesday,66.51224,,Main gate,Noon,Wednesday,,62.9348302,Main gate,Afternoon,Wednesday,69.33901961,,Main gate,Morn,Saturday,52.75784314,,Main gate,Noon,Saturday,64.9017312,,Main gate,Afternoon,Saturday,45.24764706,,Main gate,Morn,Sunday,58.61027356,,Main gate,Noon,Sunday,57.62619526,,Main gate,Afternoon,Sunday,59.31215686,,Nassau gate,Morn,Tuesday,52.34685576,,Nassau gate,Noon,Tuesday,73.6428,,Nassau gate,Afternoon,Tuesday,57.60776,,Nassau gate,Morn,Wednesday,60.44870375,,Nassau gate,Noon,Wednesday,64.040884,,Nassau gate,Afternoon,Wednesday,54.30811,,Nassau gate,Morn,Saturday,58.66686874,,Nassau gate,Noon,Saturday,67.74931895,,Nassau gate,Afternoon,Saturday,56.50354216,,Nassau gate,Morn,Sunday,49.04877577,,Nassau gate,Noon,Sunday,61.65496664,,Nassau gate,Afternoon,Sunday,61.69146622,,Pearse gate,Morn,Tuesday,65.5709931,,Pearse gate,Noon,Tuesday,40.00309683,,Pearse gate,Afternoon,Tuesday,57.35957442,,Pearse gate,Morn,Wednesday,68.36534284,,Pearse gate,Noon,Wednesday,63.50172687,,Pearse gate,Afternoon,Wednesday,65.3196,,Pearse gate,Morn,Saturday,57.73728525,,Pearse gate,Noon,Saturday,66.2249707,,Pearse gate,Afternoon,Saturday,54.56000686,,Pearse gate,Morn,Sunday,56.36257408,,Pearse gate,Noon,Sunday,69.1536,,Pearse gate,Afternoon,Sunday,70.35057841
Main gate,Morn,Tuesday,64.8991832,,Main gate,Noon,Tuesday,65.3762281,,Main gate,Afternoon,Tuesday,73.75117647,,Main gate,Morn,Wednesday,63.28262,,Main gate,Noon,Wednesday,,60.322516,Main gate,Afternoon,Wednesday,74.57333333,,Main gate,Morn,Saturday,51.40039216,,Main gate,Noon,Saturday,65.3026872,,Main gate,Afternoon,Saturday,68.74921569,,Main gate,Morn,Sunday,58.3985847,,Main gate,Noon,Sunday,55.22401121,,Main gate,Afternoon,Sunday,54.21117647,,Nassau gate,Morn,Tuesday,53.6264687,,Nassau gate,Noon,Tuesday,74.5272,,Nassau gate,Afternoon,Tuesday,55.95423,,Nassau gate,Morn,Wednesday,62.04641379,,Nassau gate,Noon,Wednesday,64.4038599,,Nassau gate,Afternoon,Wednesday,58.0013,,Nassau gate,Morn,Saturday,59.18714339,,Nassau gate,Noon,Saturday,65.50671774,,Nassau gate,Afternoon,Saturday,52.1722541,,Nassau gate,Morn,Sunday,51.63820385,,Nassau gate,Noon,Sunday,64.43568772,,Nassau gate,Afternoon,Sunday,62.17595989,,Pearse gate,Morn,Tuesday,66.0608834,,Pearse gate,Noon,Tuesday,39.03137835,,Pearse gate,Afternoon,Tuesday,58.70217686,,Pearse gate,Morn,Wednesday,67.67897421,,Pearse gate,Noon,Wednesday,65.25638328,,Pearse gate,Afternoon,Wednesday,61.9158,,Pearse gate,Morn,Saturday,55.08147348,,Pearse gate,Noon,Saturday,65.0628571,,Pearse gate,Afternoon,Saturday,57.93639545,,Pearse gate,Morn,Sunday,57.58007998,,Pearse gate,Noon,Sunday,69.736,,Pearse gate,Afternoon,Sunday,70.75099481
Main gate,Morn,Tuesday,63.323661,,Main gate,Noon,Tuesday,62.812652,,Main gate,Afternoon,Tuesday,70.27,,Main gate,Morn,Wednesday,56.58651,,Main gate,Noon,Wednesday,,62.2644616,Main gate,Afternoon,Wednesday,72.10333333,,Main gate,Morn,Saturday,50.57411765,,Main gate,Noon,Saturday,64.2417405,,Main gate,Afternoon,Saturday,58.62431373,,Main gate,Morn,Sunday,58.77993809,,Main gate,Noon,Sunday,55.83225284,,Main gate,Afternoon,Sunday,58.20803922,,Nassau gate,Morn,Tuesday,56.23876243,,Nassau gate,Noon,Tuesday,72.7442,,Nassau gate,Afternoon,Tuesday,54.86802,,Nassau gate,Morn,Wednesday,59.80357746,,Nassau gate,Noon,Wednesday,63.1226348,,Nassau gate,Afternoon,Wednesday,58.84897,,Nassau gate,Morn,Saturday,67.84435313,,Nassau gate,Noon,Saturday,65.00248011,,Nassau gate,Afternoon,Saturday,50.38838297,,Nassau gate,Morn,Sunday,50.50765855,,Nassau gate,Noon,Sunday,67.3771805,,Nassau gate,Afternoon,Sunday,62.26000678,,Pearse gate,Morn,Tuesday,64.17767317,,Pearse gate,Noon,Tuesday,46.56967439,,Pearse gate,Afternoon,Tuesday,58.90363437,,Pearse gate,Morn,Wednesday,61.45408136,,Pearse gate,Noon,Wednesday,65.52947344,,Pearse gate,Afternoon,Wednesday,63.722,,Pearse gate,Morn,Saturday,54.1767328,,Pearse gate,Noon,Saturday,62.4278484,,Pearse gate,Afternoon,Saturday,54.67529878,,Pearse gate,Morn,Sunday,56.15982657,,Pearse gate,Noon,Sunday,73.468,,Pearse gate,Afternoon,Sunday,66.15536556
Main gate,Morn,Tuesday,66.3827576,,Main gate,Noon,Tuesday,64.040884,,Main gate,Afternoon,Tuesday,72.89058824,,Main gate,Morn,Wednesday,52.04244,,Main gate,Noon,Wednesday,,61.388689,Main gate,Afternoon,Wednesday,72.82019608,,Main gate,Morn,Saturday,52.88019608,,Main gate,Noon,Saturday,67.3916661,,Main gate,Afternoon,Saturday,57.6045098,,Main gate,Morn,Sunday,56.93847916,,Main gate,Noon,Sunday,52.56254841,,Main gate,Afternoon,Sunday,56.74333333,,Nassau gate,Morn,Tuesday,56.12119492,,Nassau gate,Noon,Tuesday,70.2552,,Nassau gate,Afternoon,Tuesday,55.6174,,Nassau gate,Morn,Wednesday,61.22607026,,Nassau gate,Noon,Wednesday,64.8222814,,Nassau gate,Afternoon,Wednesday,58.29841,,Nassau gate,Morn,Saturday,62.10891139,,Nassau gate,Noon,Saturday,70.94091834,,Nassau gate,Afternoon,Saturday,49.60938003,,Nassau gate,Morn,Sunday,54.79115678,,Nassau gate,Noon,Sunday,67.8076407,,Nassau gate,Afternoon,Sunday,67.75294663,,Pearse gate,Morn,Tuesday,62.44902227,,Pearse gate,Noon,Tuesday,39.129505,,Pearse gate,Afternoon,Tuesday,57.86174282,,Pearse gate,Morn,Wednesday,62.67349147,,Pearse gate,Noon,Wednesday,64.29412144,,Pearse gate,Afternoon,Wednesday,67.053,,Pearse gate,Morn,Saturday,51.47752567,,Pearse gate,Noon,Saturday,66.1989652,,Pearse gate,Afternoon,Saturday,52.52330019,,Pearse gate,Morn,Sunday,57.79078988,,Pearse gate,Noon,Sunday,68.775,,Pearse gate,Afternoon,Sunday,62.14217623
Main gate,Morn,Tuesday,71.4419007,,Main gate,Noon,Tuesday,64.4038599,,Main gate,Afternoon,Tuesday,71.48215686,,Main gate,Morn,Wednesday,54.77659,,Main gate,Noon,Wednesday,,61.3024091,Main gate,Afternoon,Wednesday,74.46607843,,Main gate,Morn,Saturday,51.38647059,,Main gate,Noon,Saturday,67.5053313,,Main gate,Afternoon,Saturday,51.37372549,,Main gate,Morn,Sunday,55.27229322,,Main gate,Noon,Sunday,52.48673835,,Main gate,Afternoon,Sunday,61.77137255,,Nassau gate,Morn,Tuesday,53.78510854,,Nassau gate,Noon,Tuesday,77.1956,,Nassau gate,Afternoon,Tuesday,59.33018,,Nassau gate,Morn,Wednesday,59.92246922,,Nassau gate,Noon,Wednesday,65.1814044,,Nassau gate,Afternoon,Wednesday,57.33674,,Nassau gate,Morn,Saturday,57.71947937,,Nassau gate,Noon,Saturday,69.61535391,,Nassau gate,Afternoon,Saturday,50.83522792,,Nassau gate,Morn,Sunday,53.62515845,,Nassau gate,Noon,Sunday,61.72047671,,Nassau gate,Afternoon,Sunday,66.00106916,,Pearse gate,Morn,Tuesday,58.0448822,,Pearse gate,Noon,Tuesday,40.2958426,,Pearse gate,Afternoon,Tuesday,56.76483581,,Pearse gate,Morn,Wednesday,67.39371764,,Pearse gate,Noon,Wednesday,64.94216239,,Pearse gate,Afternoon,Wednesday,67.6334,,Pearse gate,Morn,Saturday,50.760963,,Pearse gate,Noon,Saturday,66.2872716,,Pearse gate,Afternoon,Saturday,53.95987336,,Pearse gate,Morn,Sunday,55.64226389,,Pearse gate,Noon,Sunday,71.9168,,Pearse gate,Afternoon,Sunday,61.5566557
Main gate,Morn,Tuesday,70.1375004,,Main gate,Noon,Tuesday,63.1226348,,Main gate,Afternoon,Tuesday,64.65196078,,Main gate,Morn,Wednesday,55.1566,,Main gate,Noon,Wednesday,,59.3331863,Main gate,Afternoon,Wednesday,66.99764706,,Main gate,Morn,Saturday,52.70176471,,Main gate,Noon,Saturday,68.634398,,Main gate,Afternoon,Saturday,52.15588235,,Main gate,Morn,Sunday,60.74104512,,Main gate,Noon,Sunday,52.42796632,,Main gate,Afternoon,Sunday,54.30137255,,Nassau gate,Morn,Tuesday,52.56185799,,Nassau gate,Noon,Tuesday,78.0996,,Nassau gate,Afternoon,Tuesday,59.31628,,Nassau gate,Morn,Wednesday,59.59451951,,Nassau gate,Noon,Wednesday,69.1226348,,Nassau gate,Afternoon,Wednesday,55.82735,,Nassau gate,Morn,Saturday,62.3426141,,Nassau gate,Noon,Saturday,64.89092282,,Nassau gate,Afternoon,Saturday,50.73143246,,Nassau gate,Morn,Sunday,49.9051825,,Nassau gate,Noon,Sunday,59.98163076,,Nassau gate,Afternoon,Sunday,68.3219415,,Pearse gate,Morn,Tuesday,65.51748546,,Pearse gate,Noon,Tuesday,40.5206945,,Pearse gate,Afternoon,Tuesday,52.89739495,,Pearse gate,Morn,Wednesday,63.27776085,,Pearse gate,Noon,Wednesday,70.38506113,,Pearse gate,Afternoon,Wednesday,70.1598,,Pearse gate,Morn,Saturday,50.57905411,,Pearse gate,Noon,Saturday,68.6092802,,Pearse gate,Afternoon,Saturday,52.28521615,,Pearse gate,Morn,Sunday,55.59572001,,Pearse gate,Noon,Sunday,67.2892,,Pearse gate,Afternoon,Sunday,64.53317897
Main gate,Morn,Tuesday,65.7492019,,Main gate,Noon,Tuesday,64.8222814,,Main gate,Afternoon,Tuesday,69.32215686,,Main gate,Morn,Wednesday,62.00833,,Main gate,Noon,Wednesday,,62.1015402,Main gate,Afternoon,Wednesday,68.09823529,,Main gate,Morn,Saturday,55.21607843,,Main gate,Noon,Saturday,67.2061488,,Main gate,Afternoon,Saturday,57.34078431,,Main gate,Morn,Sunday,60.89273987,,Main gate,Noon,Sunday,61.00598495,,Main gate,Afternoon,Sunday,53.88196078,,Nassau gate,Morn,Tuesday,51.1249086,,Nassau gate,Noon,Tuesday,73.9758,,Nassau gate,Afternoon,Tuesday,55.80571,,Nassau gate,Morn,Wednesday,59.57253062,,Nassau gate,Noon,Wednesday,70.2184794,,Nassau gate,Afternoon,Wednesday,53.21233,,Nassau gate,Morn,Saturday,65.11780023,,Nassau gate,Noon,Saturday,62.74677167,,Nassau gate,Afternoon,Saturday,50.82110299,,Nassau gate,Morn,Sunday,54.11675633,,Nassau gate,Noon,Sunday,60.54177941,,Nassau gate,Afternoon,Sunday,67.30502628,,Pearse gate,Morn,Tuesday,64.86550857,,Pearse gate,Noon,Tuesday,43.55541761,,Pearse gate,Afternoon,Tuesday,54.66735052,,Pearse gate,Morn,Wednesday,61.20474446,,Pearse gate,Noon,Wednesday,67.43763169,,Pearse gate,Afternoon,Wednesday,69.3704,,Pearse gate,Morn,Saturday,51.00495734,,Pearse gate,Noon,Saturday,64.1916383,,Pearse gate,Afternoon,Saturday,52.4419443,,Pearse gate,Morn,Sunday,54.92185966,,Pearse gate,Noon,Sunday,63.7178,,Pearse gate,Afternoon,Sunday,63.02156426
Main gate,Morn,Tuesday,65.7558743,,Main gate,Noon,Tuesday,65.1814044,,Main gate,Afternoon,Tuesday,65.38235294,,Main gate,Morn,Wednesday,60.2956,,Main gate,Noon,Wednesday,,63.7464043,Main gate,Afternoon,Wednesday,68.09764706,,Main gate,Morn,Saturday,59.55862745,,Main gate,Noon,Saturday,64.5661838,,Main gate,Afternoon,Saturday,55.23352941,,Main gate,Morn,Sunday,63.27390201,,Main gate,Noon,Sunday,58.06057958,,Main gate,Afternoon,Sunday,54.2972549,,Nassau gate,Morn,Tuesday,53.83658098,,Nassau gate,Noon,Tuesday,73.6978,,Nassau gate,Afternoon,Tuesday,51.41055,,Nassau gate,Morn,Wednesday,55.31757463,,Nassau gate,Noon,Wednesday,67.3141612,,Nassau gate,Afternoon,Wednesday,55.893,,Nassau gate,Morn,Saturday,63.59400464,,Nassau gate,Noon,Saturday,64.18838468,,Nassau gate,Afternoon,Saturday,50.92089877,,Nassau gate,Morn,Sunday,50.52000987,,Nassau gate,Noon,Sunday,64.67584368,,Nassau gate,Afternoon,Sunday,61.4485611,,Pearse gate,Morn,Tuesday,71.25043732,,Pearse gate,Noon,Tuesday,45.62801229,,Pearse gate,Afternoon,Tuesday,57.33198762,,Pearse gate,Morn,Wednesday,61.81932445,,Pearse gate,Noon,Wednesday,64.71112004,,Pearse gate,Afternoon,Wednesday,66.029,,Pearse gate,Morn,Saturday,49.98452674,,Pearse gate,Noon,Saturday,67.1133751,,Pearse gate,Afternoon,Saturday,52.24999619,,Pearse gate,Morn,Sunday,55.53240253,,Pearse gate,Noon,Sunday,69.04,,Pearse gate,Afternoon,Sunday,61.14306214
Main gate,Morn,Tuesday,66.8300276,,Main gate,Noon,Tuesday,69.1226348,,Main gate,Afternoon,Tuesday,56.74745098,,Main gate,Morn,Wednesday,59.55101,,Main gate,Noon,Wednesday,,67.8394577,Main gate,Afternoon,Wednesday,71.79568627,,Main gate,Morn,Saturday,61.86666667,,Main gate,Noon,Saturday,65.9728347,,Main gate,Afternoon,Saturday,45.11098039,,Main gate,Morn,Sunday,60.11306164,,Main gate,Noon,Sunday,56.87246252,,Main gate,Afternoon,Sunday,50.77509804,,Nassau gate,Morn,Tuesday,53.70298391,,Nassau gate,Noon,Tuesday,73.9528,,Nassau gate,Afternoon,Tuesday,54.02094,,Nassau gate,Morn,Wednesday,53.53562993,,Nassau gate,Noon,Wednesday,68.9504039,,Nassau gate,Afternoon,Wednesday,55.46709,,Nassau gate,Morn,Saturday,59.03873817,,Nassau gate,Noon,Saturday,66.64863322,,Nassau gate,Afternoon,Saturday,51.49930749,,Nassau gate,Morn,Sunday,50.6100131,,Nassau gate,Noon,Sunday,65.96721653,,Nassau gate,Afternoon,Sunday,64.48768039,,Pearse gate,Morn,Tuesday,69.38280305,,Pearse gate,Noon,Tuesday,43.78350644,,Pearse gate,Afternoon,Tuesday,53.50911326,,Pearse gate,Morn,Wednesday,63.33263395,,Pearse gate,Noon,Wednesday,65.03873278,,Pearse gate,Afternoon,Wednesday,67.0824,,Pearse gate,Morn,Saturday,48.93183564,,Pearse gate,Noon,Saturday,66.3666653,,Pearse gate,Afternoon,Saturday,55.74334573,,Pearse gate,Morn,Sunday,54.07836923,,Pearse gate,Noon,Sunday,71.9598,,Pearse gate,Afternoon,Sunday,61.1135142
Main gate,Morn,Tuesday,66.3350338,,Main gate,Noon,Tuesday,70.2184794,,Main gate,Afternoon,Tuesday,59.76431373,,Main gate,Morn,Wednesday,58.55641,,Main gate,Noon,Wednesday,,66.7938502,Main gate,Afternoon,Wednesday,61.02117647,,Main gate,Morn,Saturday,63.92411765,,Main gate,Noon,Saturday,65.5547318,,Main gate,Afternoon,Saturday,54.02627451,,Main gate,Morn,Sunday,56.7041402,,Main gate,Noon,Sunday,54.16441362,,Main gate,Afternoon,Sunday,51.65764706,,Nassau gate,Morn,Tuesday,52.23221318,,Nassau gate,Noon,Tuesday,72.6194,,Nassau gate,Afternoon,Tuesday,53.13519,,Nassau gate,Morn,Wednesday,51.35297384,,Nassau gate,Noon,Wednesday,68.7500866,,Nassau gate,Afternoon,Wednesday,58.0874,,Nassau gate,Morn,Saturday,59.5560641,,Nassau gate,Noon,Saturday,69.76527477,,Nassau gate,Afternoon,Saturday,51.8469223,,Nassau gate,Morn,Sunday,47.98173642,,Nassau gate,Noon,Sunday,67.51282919,,Nassau gate,Afternoon,Sunday,64.29674507,,Pearse gate,Morn,Tuesday,70.58447998,,Pearse gate,Noon,Tuesday,41.28830913,,Pearse gate,Afternoon,Tuesday,49.6267698,,Pearse gate,Morn,Wednesday,67.33048042,,Pearse gate,Noon,Wednesday,64.25284658,,Pearse gate,Afternoon,Wednesday,68.4758,,Pearse gate,Morn,Saturday,50.0859785,,Pearse gate,Noon,Saturday,67.7112829,,Pearse gate,Afternoon,Saturday,54.10661631,,Pearse gate,Morn,Sunday,54.33849675,,Pearse gate,Noon,Sunday,70.2606,,Pearse gate,Afternoon,Sunday,61.15232499
Main gate,Morn,Tuesday,66.3094877,,Main gate,Noon,Tuesday,67.3141612,,Main gate,Afternoon,Tuesday,57.29176471,,Main gate,Morn,Wednesday,58.61173,,Main gate,Noon,Wednesday,,67.6959036,Main gate,Afternoon,Wednesday,75.99745098,,Main gate,Morn,Saturday,60.01137255,,Main gate,Noon,Saturday,62.2751043,,Main gate,Afternoon,Saturday,48.13313725,,Main gate,Morn,Sunday,57.82999348,,Main gate,Noon,Sunday,53.7903248,,Main gate,Afternoon,Sunday,53.13235294,,Nassau gate,Morn,Tuesday,53.75411121,,Nassau gate,Noon,Tuesday,74.9458,,Nassau gate,Afternoon,Tuesday,57.78531,,Nassau gate,Morn,Wednesday,51.96784052,,Nassau gate,Noon,Wednesday,63.0756918,,Nassau gate,Afternoon,Wednesday,55.36214,,Nassau gate,Morn,Saturday,68.15878202,,Nassau gate,Noon,Saturday,72.86336241,,Nassau gate,Afternoon,Saturday,49.77352742,,Nassau gate,Morn,Sunday,47.44966861,,Nassau gate,Noon,Sunday,68.50021011,,Nassau gate,Afternoon,Sunday,61.9493255,,Pearse gate,Morn,Tuesday,68.99485565,,Pearse gate,Noon,Tuesday,46.73492931,,Pearse gate,Afternoon,Tuesday,52.10583816,,Pearse gate,Morn,Wednesday,68.00683901,,Pearse gate,Noon,Wednesday,62.9032135,,Pearse gate,Afternoon,Wednesday,67.0244,,Pearse gate,Morn,Saturday,51.70829508,,Pearse gate,Noon,Saturday,66.2512776,,Pearse gate,Afternoon,Saturday,52.99926693,,Pearse gate,Morn,Sunday,55.32896171,,Pearse gate,Noon,Sunday,67.2288,,Pearse gate,Afternoon,Sunday,59.11993804
Main gate,Morn,Tuesday,66.6731541,,Main gate,Noon,Tuesday,68.9504039,,Main gate,Afternoon,Tuesday,57.12862745,,Main gate,Morn,Wednesday,53.75293,,Main gate,Noon,Wednesday,,63.4192961,Main gate,Afternoon,Wednesday,69.04901961,,Main gate,Morn,Saturday,60.02568627,,Main gate,Noon,Saturday,64.601876,,Main gate,Afternoon,Saturday,50.96392157,,Main gate,Morn,Sunday,56.60779207,,Main gate,Noon,Sunday,57.86169067,,Main gate,Afternoon,Sunday,49.41901961,,Nassau gate,Morn,Tuesday,53.2755379,,Nassau gate,Noon,Tuesday,72.7076,,Nassau gate,Afternoon,Tuesday,57.90329,,Nassau gate,Morn,Wednesday,56.45751203,,Nassau gate,Noon,Wednesday,61.1062143,,Nassau gate,Afternoon,Wednesday,54.81506,,Nassau gate,Morn,Saturday,61.4656007,,Nassau gate,Noon,Saturday,71.53683357,,Nassau gate,Afternoon,Saturday,50.95815627,,Nassau gate,Morn,Sunday,47.74909147,,Nassau gate,Noon,Sunday,69.01798824,,Nassau gate,Afternoon,Sunday,60.26510788,,Pearse gate,Morn,Tuesday,68.83473059,,Pearse gate,Noon,Tuesday,47.05266035,,Pearse gate,Afternoon,Tuesday,54.95626421,,Pearse gate,Morn,Wednesday,67.83688671,,Pearse gate,Noon,Wednesday,62.49689803,,Pearse gate,Afternoon,Wednesday,68.9082,,Pearse gate,Morn,Saturday,51.09068907,,Pearse gate,Noon,Saturday,64.8676745,,Pearse gate,Afternoon,Saturday,54.19319698,,Pearse gate,Morn,Sunday,55.77404342,,Pearse gate,Noon,Sunday,63.6282,,Pearse gate,Afternoon,Sunday,57.21106805
Main gate,Morn,Tuesday,68.1929781,,Main gate,Noon,Tuesday,68.7500866,,Main gate,Afternoon,Tuesday,59.60176471,,Main gate,Morn,Wednesday,51.19642,,Main gate,Noon,Wednesday,,59.8335412,Main gate,Afternoon,Wednesday,70.44764706,,Main gate,Morn,Saturday,58.19823529,,Main gate,Noon,Saturday,66.1086584,,Main gate,Afternoon,Saturday,52.24196078,,Main gate,Morn,Sunday,66.20173875,,Main gate,Noon,Sunday,61.10435687,,Main gate,Afternoon,Sunday,50.28117647,,Nassau gate,Morn,Tuesday,54.53288393,,Nassau gate,Noon,Tuesday,73.3304,,Nassau gate,Afternoon,Tuesday,59.26305,,Nassau gate,Morn,Wednesday,52.07202101,,Nassau gate,Noon,Wednesday,62.5089424,,Nassau gate,Afternoon,Wednesday,60.77997,,Nassau gate,Morn,Saturday,63.17900504,,Nassau gate,Noon,Saturday,68.36533716,,Nassau gate,Afternoon,Saturday,49.65031926,,Nassau gate,Morn,Sunday,45.68429194,,Nassau gate,Noon,Sunday,65.16377587,,Nassau gate,Afternoon,Sunday,64.24331049,,Pearse gate,Morn,Tuesday,68.94104276,,Pearse gate,Noon,Tuesday,45.0843456,,Pearse gate,Afternoon,Tuesday,52.27172308,,Pearse gate,Morn,Wednesday,67.13085496,,Pearse gate,Noon,Wednesday,59.79595293,,Pearse gate,Afternoon,Wednesday,65.6922,,Pearse gate,Morn,Saturday,53.50661234,,Pearse gate,Noon,Saturday,68.0033788,,Pearse gate,Afternoon,Saturday,54.59707241,,Pearse gate,Morn,Sunday,53.15872082,,Pearse gate,Noon,Sunday,68.6064,,Pearse gate,Afternoon,Sunday,57.52400557
Main gate,Morn,Tuesday,66.8571077,,Main gate,Noon,Tuesday,63.0756918,,Main gate,Afternoon,Tuesday,57.89078431,,Main gate,Morn,Wednesday,53.34689,,Main gate,Noon,Wednesday,,61.3072977,Main gate,Afternoon,Wednesday,70.18294118,,Main gate,Morn,Saturday,60.9154902,,Main gate,Noon,Saturday,64.4466537,,Main gate,Afternoon,Saturday,49.1227451,,Main gate,Morn,Sunday,64.04880903,,Main gate,Noon,Sunday,61.97783754,,Main gate,Afternoon,Sunday,50.37117647,,Nassau gate,Morn,Tuesday,55.73327326,,Nassau gate,Noon,Tuesday,74.8608,,Nassau gate,Afternoon,Tuesday,56.17764,,Nassau gate,Morn,Wednesday,49.67942344,,Nassau gate,Noon,Wednesday,64.260324,,Nassau gate,Afternoon,Wednesday,48.87806,,Nassau gate,Morn,Saturday,57.37850563,,Nassau gate,Noon,Saturday,69.74843928,,Nassau gate,Afternoon,Saturday,50.41730351,,Nassau gate,Morn,Sunday,45.805627,,Nassau gate,Noon,Sunday,65.08626083,,Nassau gate,Afternoon,Sunday,63.65737518,,Pearse gate,Morn,Tuesday,67.8326451,,Pearse gate,Noon,Tuesday,46.46493263,,Pearse gate,Afternoon,Tuesday,58.1446416,,Pearse gate,Morn,Wednesday,65.41213238,,Pearse gate,Noon,Wednesday,65.32395266,,Pearse gate,Afternoon,Wednesday,65.9216,,Pearse gate,Morn,Saturday,54.32483461,,Pearse gate,Noon,Saturday,65.1219678,,Pearse gate,Afternoon,Saturday,52.44769913,,Pearse gate,Morn,Sunday,54.39494087,,Pearse gate,Noon,Sunday,65.0812,,Pearse gate,Afternoon,Sunday,60.71520762
Main gate,Morn,Tuesday,67.527547,,Main gate,Noon,Tuesday,61.1062143,,Main gate,Afternoon,Tuesday,61.7527451,,Main gate,Morn,Wednesday,54.99145,,Main gate,Noon,Wednesday,,63.0774238,Main gate,Afternoon,Wednesday,65.7227451,,Main gate,Morn,Saturday,62.46117647,,Main gate,Noon,Saturday,62.262451,,Main gate,Afternoon,Saturday,55.32372549,,Main gate,Morn,Sunday,60.18547652,,Main gate,Noon,Sunday,57.87314987,,Main gate,Afternoon,Sunday,53.38647059,,Nassau gate,Morn,Tuesday,55.47704985,,Nassau gate,Noon,Tuesday,74.5824,,Nassau gate,Afternoon,Tuesday,56.53093,,Nassau gate,Morn,Wednesday,52.12557313,,Nassau gate,Noon,Wednesday,65.963786,,Nassau gate,Afternoon,Wednesday,49.37364,,Nassau gate,Morn,Saturday,57.0923,,Nassau gate,Noon,Saturday,68.13888029,,Nassau gate,Afternoon,Saturday,59.62144328,,Nassau gate,Morn,Sunday,45.41326249,,Nassau gate,Noon,Sunday,67.48079062,,Nassau gate,Afternoon,Sunday,60.13234337,,Pearse gate,Morn,Tuesday,68.85244704,,Pearse gate,Noon,Tuesday,45.61487721,,Pearse gate,Afternoon,Tuesday,63.95980498,,Pearse gate,Morn,Wednesday,66.58349216,,Pearse gate,Noon,Wednesday,65.49415103,,Pearse gate,Afternoon,Wednesday,68.3642,,Pearse gate,Morn,Saturday,56.82574624,,Pearse gate,Noon,Saturday,65.2342344,,Pearse gate,Afternoon,Saturday,51.64332427,,Pearse gate,Morn,Sunday,56.15915963,,Pearse gate,Noon,Sunday,69.1318,,Pearse gate,Afternoon,Sunday,62.15895825
